Age,Gender,City,Subscription_Type,Monthly_Spending,Tenure,Number_of_Purchases,Customer_Support_Requests,Login_Frequency,Satisfaction_Score,Payment_Delay,Contract_Length,Total_Spending,Days_Since_Last_Activity,Churn_Status
43.0,1,1,0,761.0,16,57,10,0,2.0,11,1,12176,60,1
30.0,1,4,1,4781.0,4,2,9,0,3.0,26,1,19124,27,1
32.0,1,4,2,2786.0,8,63,6,2,4.0,11,0,22288,13,0
60.0,1,5,1,4086.0,17,36,4,2,5.0,25,2,69462,80,0
42.0,0,1,1,3629.0,28,47,4,0,2.0,6,2,101612,52,0
54.0,0,7,1,3194.0,29,15,3,0,4.0,18,0,92626,77,0
59.0,0,0,1,3063.0,21,37,10,0,4.0,28,1,64323,20,0
42.0,1,1,1,3830.0,6,36,1,1,2.0,4,2,22980,54,1
53.0,0,3,0,544.0,30,19,6,0,2.0,12,1,16320,43,0
46.0,1,2,2,2033.0,36,52,3,1,4.0,8,1,73188,19,0
55.0,1,7,2,2639.0,6,79,8,2,4.0,8,0,15834,32,1
21.0,1,4,2,2415.0,50,75,4,1,2.0,3,1,120750,44,0
51.0,1,7,1,4833.0,13,9,9,1,4.0,18,1,62829,31,0
52.0,0,2,1,4876.0,57,61,2,1,5.0,1,0,277932,59,0
27.0,0,6,1,5241.0,2,60,7,2,1.0,15,0,10482,16,1
63.0,0,6,2,1744.0,39,31,10,2,1.0,10,2,68016,85,1
21.0,0,2,2,2933.0,7,50,0,0,1.0,10,2,20531,65,0
64.0,1,1,2,2704.0,28,71,1,1,2.0,23,0,75712,4,1
61.0,0,3,2,1909.0,19,75,7,2,2.0,10,0,36271,75,1
62.0,1,4,0,511.0,3,67,9,2,3.0,16,0,1533,54,1
19.0,1,2,2,2155.0,49,2,5,0,4.0,5,2,105595,28,0
42.0,0,3,2,2904.0,32,10,9,0,1.0,12,0,92928,42,1
64.0,0,1,0,745.0,37,80,5,1,1.0,19,1,27565,27,1
58.0,1,7,2,1661.0,16,32,9,0,1.0,1,2,26576,12,0
57.0,0,0,2,2087.0,9,73,9,1,1.0,1,0,18783,48,1
37.0,1,5,1,3059.0,39,66,0,0,3.0,27,1,119301,36,0
41.0,1,3,2,2422.0,54,2,8,1,2.0,28,1,130788,15,1
29.0,1,0,1,5172.0,37,24,4,0,2.0,13,2,191364,78,0
54.0,0,7,0,1227.0,18,14,1,1,3.0,11,0,22086,22,1
23.0,1,0,0,1184.0,36,36,5,2,5.0,3,0,42624,56,0
42.0,0,5,2,2440.0,32,36,3,2,2.0,5,2,78080,67,0
40.0,0,2,1,3122.0,32,16,10,0,5.0,3,1,99904,21,0
57.0,1,4,2,2985.0,51,78,5,2,4.0,15,0,152235,81,0
62.0,0,3,2,2665.0,23,61,6,2,4.0,16,1,61295,41,0
64.0,0,7,2,2109.0,44,5,10,0,4.0,22,0,92796,78,1
32.0,1,2,0,2284.0,43,31,2,0,1.0,27,1,58652,83,1
63.0,0,7,1,5237.0,54,32,7,1,5.0,26,1,282798,84,1
52.0,0,6,1,3325.0,5,25,5,1,2.0,12,1,16625,69,1
44.0,0,2,2,1571.0,25,1,3,0,4.0,22,0,39275,75,0
56.0,1,2,2,2065.0,47,75,5,1,2.0,15,0,97055,20,1
63.0,1,7,0,692.0,3,58,4,1,1.0,16,1,2076,66,1
46.0,1,5,0,825.0,20,8,2,0,1.0,2,0,16500,60,1
52.0,0,4,1,4498.0,5,76,3,1,5.0,19,0,22490,73,1
56.0,0,5,1,3242.0,4,19,5,2,3.0,12,1,12968,43,0
30.0,0,3,1,5235.0,13,57,5,0,4.0,19,2,68055,53,0
62.0,0,2,2,2566.0,22,72,3,1,2.0,25,0,56452,26,1
40.0,1,2,1,3923.0,43,9,3,1,3.0,15,1,168689,39,0
29.0,0,5,2,1938.0,15,78,10,2,2.0,9,2,29070,27,0
28.0,0,6,0,1109.0,38,43,2,1,4.0,5,1,42142,42,0
45.0,0,1,1,4255.0,1,72,10,0,4.0,21,2,4255,47,1
24.0,0,3,2,1858.0,11,61,3,2,1.0,11,2,20438,26,0
55.0,1,3,1,5699.0,46,43,2,2,5.0,4,1,262154,46,0
41.0,0,3,2,2792.0,16,54,8,2,4.0,21,1,44672,4,0
28.0,0,6,1,5352.0,32,7,9,0,3.0,27,0,171264,54,1
58.0,1,1,2,1928.0,23,23,1,0,4.0,10,1,44344,57,0
43.0,0,0,1,4077.0,25,29,2,2,1.0,3,2,101925,14,0
31.0,1,7,2,2297.0,35,17,2,1,4.0,28,1,80395,45,0
32.0,0,4,0,716.0,46,51,5,0,2.0,26,0,32936,47,1
55.0,1,0,1,5264.0,23,7,5,0,1.0,17,1,121072,41,0
27.0,1,3,0,940.0,10,7,1,1,3.0,19,0,9400,33,0
18.0,1,7,0,1448.0,44,60,1,2,4.0,16,0,63712,4,0
60.0,0,7,2,2229.0,54,4,0,2,2.0,8,1,120366,61,1
52.0,0,2,1,3919.0,8,36,1,1,4.0,26,0,31352,43,0
44.0,0,6,1,4869.0,32,18,2,2,3.0,26,0,155808,31,0
21.0,0,4,2,1803.0,37,46,9,1,1.0,3,1,66711,30,1
47.0,1,0,0,702.0,22,66,3,2,2.0,25,0,15444,53,1
24.0,1,7,0,882.0,1,58,9,0,2.0,12,0,882,6,1
23.0,1,0,1,4735.0,44,24,5,2,3.0,4,2,208340,18,0
48.0,1,3,2,1532.0,37,74,4,1,3.0,21,2,56684,27,0
42.0,1,3,0,745.0,9,21,6,2,5.0,0,2,6705,62,0
32.0,0,0,2,1671.0,2,54,1,2,3.0,6,1,3342,43,0
35.0,0,0,0,921.0,44,37,9,2,1.0,11,1,40524,59,1
48.0,0,2,0,1022.0,58,68,10,0,2.0,3,2,59276,88,1
39.0,0,0,2,2695.0,2,6,9,0,1.0,22,0,5390,57,1
38.0,0,2,2,1643.0,55,14,6,2,3.0,27,2,90365,51,1
26.0,0,0,2,1928.0,58,22,4,0,5.0,9,2,111824,53,0
49.0,0,7,0,829.0,59,39,9,0,5.0,26,0,48911,3,0
36.0,1,5,1,5395.0,10,29,2,2,4.0,14,2,53950,38,0
30.0,1,3,1,3903.0,29,8,6,2,2.0,19,1,113187,47,1
21.0,0,5,2,2096.0,51,67,7,2,5.0,2,2,106896,9,0
31.0,1,7,2,2516.0,13,71,6,0,2.0,8,2,32708,22,0
41.0,1,6,1,5020.0,49,44,0,2,2.0,10,2,245980,80,0
63.0,0,1,1,5999.0,8,50,8,0,1.0,27,0,47992,26,1
63.0,0,2,2,2436.0,48,36,8,1,3.0,5,2,116928,69,0
60.0,0,1,1,4553.0,25,62,10,2,4.0,17,2,113825,59,0
45.0,1,7,2,2579.0,51,27,8,1,4.0,27,2,131529,68,1
63.0,0,5,2,2493.0,57,67,9,2,5.0,12,1,142101,69,0
42.0,0,6,0,617.0,20,66,9,2,5.0,17,0,12340,47,1
29.0,1,6,0,1472.0,47,55,10,0,3.0,2,0,69184,53,0
43.0,0,0,2,2537.0,46,45,7,1,1.0,0,0,116702,51,1
60.0,1,7,2,2225.0,55,23,7,2,3.0,17,2,122375,76,1
45.0,0,1,2,2198.0,28,33,2,0,4.0,26,0,61544,52,0
54.0,1,6,2,1626.0,26,40,5,0,3.0,29,0,42276,87,0
39.0,0,3,0,1039.0,16,35,7,2,4.0,22,1,16624,86,1
38.0,1,1,1,4767.0,26,25,8,1,1.0,5,1,123942,23,1
40.0,1,1,1,3918.0,43,30,10,2,2.0,22,2,168474,79,1
50.0,0,5,2,1812.0,21,23,10,2,5.0,11,1,38052,82,0
41.0,1,3,1,4326.0,51,40,2,1,2.0,6,2,220626,50,1
65.0,0,3,2,1846.0,20,6,10,0,1.0,20,0,36920,57,1
48.0,1,3,1,3295.0,21,45,0,0,4.0,4,0,69195,17,0
45.0,1,4,2,1557.0,41,41,5,1,3.0,24,0,63837,38,0
23.0,0,0,0,574.0,45,14,1,1,3.0,22,0,25830,24,0
36.0,0,0,2,2764.0,18,35,0,0,4.0,24,2,49752,45,0
60.0,0,5,1,3344.0,34,16,1,1,5.0,18,1,113696,23,0
36.0,0,4,0,1027.0,25,54,2,1,1.0,0,1,25675,42,0
36.0,1,7,0,1429.0,33,80,7,0,2.0,1,0,47157,89,1
62.0,1,3,1,5068.0,6,70,8,0,3.0,6,0,30408,31,0
59.0,1,4,1,5589.0,10,18,7,0,4.0,28,0,55890,73,1
48.0,0,0,1,3515.0,15,63,7,0,1.0,12,0,52725,9,1
43.0,1,2,1,3271.0,4,15,2,1,1.0,19,0,13084,69,1
22.0,1,5,2,1578.0,20,18,1,2,5.0,12,0,31560,4,0
59.0,0,6,1,4118.0,45,8,2,1,1.0,29,0,185310,11,1
52.0,1,0,2,2821.0,37,13,3,0,5.0,11,0,104377,37,0
27.0,0,1,2,1572.0,60,52,6,1,2.0,21,2,94320,56,1
40.0,1,0,0,1307.0,39,64,6,1,5.0,22,1,50973,29,1
31.0,1,7,2,1678.0,26,69,6,0,1.0,30,0,43628,50,1
37.0,0,5,2,2706.0,44,2,8,1,5.0,25,0,119064,70,1
20.0,0,7,1,3593.0,58,75,5,2,4.0,4,1,208394,83,0
39.0,1,3,0,1455.0,59,62,7,0,1.0,3,0,85845,15,1
42.0,1,6,0,1450.0,44,35,6,1,1.0,18,2,63800,7,1
42.0,1,2,2,1804.0,19,16,5,0,3.0,7,0,34276,82,0
45.0,0,0,2,2094.0,16,42,0,2,5.0,12,0,33504,7,0
44.0,1,1,0,1045.0,10,36,8,2,2.0,22,1,10450,6,1
46.0,0,5,1,4462.0,25,46,7,1,3.0,25,0,111550,28,1
20.0,1,3,0,665.0,11,61,2,0,2.0,15,2,7315,21,0
56.0,1,4,2,2326.0,30,72,2,2,4.0,15,2,69780,86,0
24.0,0,2,2,2168.0,9,63,7,2,4.0,2,0,19512,3,0
62.0,1,5,2,1782.0,40,1,10,2,4.0,22,1,71280,41,0
28.0,0,6,2,2284.0,42,63,3,0,5.0,8,0,91938,59,0
34.0,1,1,1,4412.0,35,48,2,0,4.0,14,0,154420,62,0
52.0,1,2,2,2793.0,52,63,0,0,4.0,23,1,145236,23,0
42.0,0,1,1,3717.0,50,79,5,2,3.0,14,1,185850,50,0
53.0,1,1,2,1886.0,55,62,8,2,2.0,23,0,103730,61,1
49.0,0,6,0,1383.0,30,13,0,1,2.0,29,1,41490,79,1
61.0,0,3,1,3888.0,14,71,6,0,5.0,24,2,54432,38,0
31.0,1,4,1,5357.0,8,2,0,0,5.0,13,2,42856,89,0
47.0,1,5,1,3339.0,29,61,4,0,3.0,4,0,96831,16,0
60.0,0,4,1,3847.0,17,58,6,0,2.0,3,2,65399,85,1
56.0,0,1,1,3861.0,34,6,0,0,1.0,4,0,131274,69,1
37.0,1,1,1,5866.0,16,37,7,2,1.0,4,1,93856,42,1
19.0,1,2,2,2111.0,9,64,5,2,2.0,22,0,18999,29,1
55.0,0,0,0,1377.0,59,18,6,0,1.0,30,0,81243,1,1
41.0,0,5,0,759.0,4,27,10,1,3.0,0,1,3036,28,1
59.0,0,6,0,938.0,41,60,5,2,2.0,22,1,38458,88,1
30.0,0,2,2,2541.0,56,54,0,0,5.0,10,2,142296,39,0
59.0,1,2,2,2602.0,17,18,6,2,3.0,29,0,44234,58,1
21.0,1,2,1,5118.0,3,18,9,0,2.0,0,2,15354,68,1
63.0,0,7,1,3051.0,49,29,4,0,2.0,13,1,149499,9,0
64.0,0,4,0,797.0,12,51,7,1,3.0,5,1,9564,20,0
41.0,0,6,1,3839.0,27,65,5,0,1.0,16,1,103653,24,0
64.0,0,2,0,582.0,7,63,8,0,4.0,2,0,4074,62,0
47.0,1,4,2,1958.0,29,29,2,0,1.0,9,1,56782,65,0
42.0,0,2,0,611.0,30,18,6,1,2.0,16,1,18330,38,1
31.0,1,5,0,1484.0,23,79,7,2,3.0,23,2,34132,19,0
61.0,1,7,0,1302.0,34,1,3,2,5.0,28,0,44268,70,1
54.0,0,7,1,3178.0,1,1,10,2,5.0,20,0,3178,16,1
61.0,0,3,1,3060.0,59,54,7,0,3.0,15,2,180540,65,1
53.0,1,6,2,1670.0,10,17,8,0,3.0,22,2,16700,7,0
61.0,1,6,0,826.0,53,79,1,0,5.0,3,2,43778,78,0
31.0,1,5,1,3326.0,16,19,1,2,2.0,17,2,53216,81,1
54.0,1,1,1,4861.0,12,22,8,1,4.0,0,0,58332,54,1
42.0,0,4,1,4221.0,53,18,5,2,5.0,0,1,223713,23,0
40.0,1,0,2,1960.0,26,7,10,2,2.0,0,1,50960,79,1
53.0,0,1,0,1066.0,45,64,10,2,1.0,4,2,47970,61,1
19.0,0,4,1,4913.0,55,80,6,0,5.0,25,2,270215,35,0
32.0,1,7,0,1354.0,3,29,1,0,1.0,8,2,4062,41,0
42.0,0,4,1,5562.0,7,58,1,1,3.0,6,2,38934,1,0
31.0,1,4,1,4759.0,52,6,6,1,2.0,6,1,247468,90,1
51.0,0,5,1,4763.0,30,21,0,0,1.0,9,2,142890,63,0
64.0,0,5,0,1318.0,42,64,7,0,1.0,14,0,55356,62,1
44.0,1,5,0,1220.0,28,64,10,1,2.0,25,2,34160,2,1
53.0,1,7,2,2722.0,50,13,8,1,4.0,21,1,136100,63,1
43.0,0,1,0,1214.0,33,74,8,0,5.0,15,1,40062,43,0
55.0,1,3,2,1928.0,41,40,7,2,1.0,16,0,79048,88,1
54.0,1,5,0,629.0,57,62,7,0,1.0,3,2,35853,81,1
34.0,0,3,2,2317.0,53,40,9,2,3.0,20,1,122801,21,0
35.0,0,3,0,1424.0,55,24,9,0,5.0,16,1,78320,18,0
59.0,1,6,0,1223.0,48,45,1,0,1.0,8,2,58704,14,0
46.0,0,7,1,5179.0,31,20,7,1,3.0,11,1,160549,9,0
30.0,0,1,1,3154.0,15,15,4,1,3.0,25,0,47310,52,1
43.0,1,2,2,2677.0,25,26,0,1,2.0,20,1,66925,3,1
19.0,0,0,0,1309.0,33,19,0,1,4.0,0,2,43197,76,0
20.0,0,3,2,2572.0,43,55,9,2,3.0,7,2,110596,52,0
53.0,1,3,0,1129.0,53,7,3,2,3.0,21,2,59837,62,0
18.0,1,0,2,2789.0,49,80,9,0,5.0,6,2,136661,6,0
33.0,0,2,1,2284.0,20,71,8,2,3.0,25,2,87180,90,1
31.0,1,1,1,3537.0,7,45,3,1,3.0,19,2,24759,68,0
43.0,1,5,1,4537.0,11,14,0,0,4.0,25,1,49907,44,0
50.0,1,4,0,1089.0,13,26,4,1,4.0,15,2,14157,40,0
19.0,0,4,2,2980.0,42,79,6,2,1.0,29,0,125160,48,1
19.0,0,3,0,775.0,20,59,2,0,4.0,7,1,15500,66,0
53.0,0,7,1,5831.0,14,34,5,0,5.0,3,2,81634,22,0
35.0,1,3,1,3179.0,12,51,7,2,3.0,5,1,38148,84,0
44.0,1,5,2,2118.0,53,48,6,0,3.0,4,2,112254,11,0
32.0,0,3,1,3377.0,3,69,6,2,5.0,4,2,10131,9,0
32.0,0,6,0,592.0,3,70,0,2,2.0,20,2,1776,72,1
38.0,1,4,1,3421.0,57,72,9,1,5.0,2,0,194997,14,0
31.0,1,3,1,4829.0,10,34,8,1,2.0,25,0,48290,17,1
34.0,1,5,0,1457.0,3,1,6,1,4.0,9,2,4371,13,0
51.0,0,2,1,4108.0,42,4,1,0,5.0,18,0,172536,2,0
29.0,1,6,1,3329.0,17,6,7,2,5.0,18,0,56593,11,0
29.0,1,2,0,501.0,9,8,9,1,3.0,27,1,4509,53,1
53.0,1,7,2,1968.0,10,8,3,2,5.0,9,1,19680,76,0
31.0,0,5,2,2961.0,48,21,1,2,4.0,23,0,142128,87,1
24.0,0,2,1,4152.0,9,26,5,1,5.0,11,2,37368,86,0
61.0,1,3,1,4469.0,10,6,0,1,3.0,17,1,44690,38,0
41.0,1,0,1,5313.0,51,72,4,2,5.0,24,2,270963,39,0
41.0,1,0,2,2966.0,33,18,7,2,4.0,24,1,97878,76,1
65.0,1,6,0,2284.0,42,74,8,0,4.0,9,0,32844,32,0
59.0,1,5,1,3024.0,26,75,6,2,2.0,24,2,78624,52,1
57.0,1,0,1,3476.0,23,31,6,0,1.0,20,2,79948,2,1
35.0,0,3,1,5976.0,47,35,2,0,2.0,28,0,280872,18,1
63.0,1,3,0,1083.0,24,30,4,0,2.0,22,2,25992,52,1
28.0,0,2,2,2709.0,2,36,0,1,5.0,7,2,5418,89,0
21.0,0,7,2,2414.0,42,19,9,0,3.0,21,2,101388,80,0
18.0,1,1,0,1291.0,12,34,4,1,1.0,7,2,15492,18,0
65.0,0,7,0,909.0,5,30,5,1,5.0,18,2,4545,29,0
20.0,1,6,1,5663.0,26,58,9,0,4.0,1,0,147238,75,0
61.0,0,2,2,2093.0,28,77,4,1,4.0,1,0,58604,7,0
43.0,0,4,2,2611.0,26,76,6,1,4.0,8,2,67886,32,0
32.0,1,2,2,2920.0,37,5,10,0,2.0,19,0,108040,77,1
58.0,1,4,2,1865.0,53,50,9,2,4.0,2,1,98845,15,0
65.0,0,1,1,4876.0,36,70,0,0,4.0,10,1,175536,26,0
54.0,0,5,0,720.0,23,40,6,1,3.0,15,1,16560,61,1
21.0,1,7,1,5383.0,40,31,4,0,2.0,24,2,215320,44,0
29.0,0,0,2,1856.0,26,9,4,1,4.0,21,2,48256,28,0
52.0,0,6,2,1981.0,5,77,6,2,2.0,12,1,9905,58,1
31.0,0,6,1,4065.0,11,38,3,1,5.0,0,0,44715,71,0
58.0,1,0,0,600.0,8,51,9,0,3.0,24,0,4800,15,0
55.0,0,2,1,4796.0,15,54,2,1,2.0,11,0,71940,4,1
48.0,1,5,1,3847.0,18,36,8,1,4.0,1,0,69246,36,0
54.0,0,6,1,3572.0,3,53,1,1,3.0,2,1,10716,63,1
51.0,0,7,1,4997.0,41,4,8,0,5.0,17,1,204877,79,0
45.0,1,6,1,5635.0,42,69,1,0,2.0,0,0,236670,39,0
49.0,0,4,1,5415.0,26,35,9,1,2.0,16,2,140790,62,1
55.0,1,1,1,4173.0,23,4,0,1,3.0,8,1,95979,68,0
24.0,1,1,1,3897.0,23,49,7,0,3.0,10,2,89631,55,0
41.0,1,6,2,1879.0,49,80,8,1,5.0,14,0,92071,27,0
21.0,0,7,0,1459.0,16,30,3,2,3.0,21,1,23344,86,0
29.0,1,3,1,4492.0,55,56,3,1,4.0,30,2,247060,58,0
40.0,0,5,2,2607.0,54,79,6,2,4.0,15,0,140778,37,0
38.0,1,4,0,644.0,15,37,2,0,5.0,17,2,9660,78,0
53.0,0,0,1,4491.0,36,52,2,0,5.0,11,2,161676,7,0
61.0,1,5,1,3579.0,53,34,1,2,5.0,22,1,189687,10,0
49.0,1,0,2,2820.0,42,77,6,1,5.0,25,2,118440,10,0
27.0,0,4,2,2967.0,38,51,4,2,1.0,27,1,112746,78,1
38.0,1,1,2,1548.0,30,9,0,1,5.0,25,0,46440,57,1
48.0,1,0,0,944.0,52,40,5,1,3.0,30,0,49088,19,0
53.0,1,4,1,4869.0,50,62,10,0,1.0,3,0,243450,10,1
48.0,1,5,2,2396.0,6,71,9,0,3.0,20,0,14376,80,1
63.0,0,6,2,2895.0,23,20,5,1,1.0,27,2,66585,5,1
38.0,1,5,0,1442.0,18,70,8,1,5.0,18,0,25956,65,1
62.0,1,1,0,925.0,3,21,2,0,1.0,7,2,2775,67,1
42.0,1,1,0,1497.0,45,55,3,1,4.0,11,1,67365,85,0
65.0,1,5,1,4221.0,23,77,0,0,3.0,16,2,97083,66,1
36.0,1,0,0,1003.0,19,7,5,1,2.0,9,1,19057,59,1
37.0,0,6,0,516.0,9,27,1,1,4.0,18,1,4644,17,0
22.0,1,1,1,4489.0,39,71,0,0,3.0,7,2,175071,45,0
21.0,0,1,1,3203.0,38,68,7,0,5.0,8,1,121714,68,0
41.0,0,2,0,1336.0,14,18,9,2,1.0,18,1,18704,12,1
35.0,1,2,0,1297.0,17,75,2,1,3.0,0,2,22049,79,1
42.0,0,1,1,5318.0,60,28,7,1,4.0,28,0,319080,35,1
39.0,0,3,1,4388.0,27,76,3,0,1.0,20,0,118476,49,1
62.0,1,6,1,4545.0,1,47,10,1,3.0,29,2,4545,86,1
35.0,1,5,1,4755.0,48,18,10,2,1.0,28,1,228240,82,1
61.0,1,5,0,1321.0,8,34,6,2,4.0,17,1,10568,38,0
26.0,0,2,2,2212.0,59,72,2,1,3.0,17,1,130508,5,0
31.0,0,7,0,657.0,28,4,6,2,4.0,24,2,18396,28,0
29.0,0,0,0,734.0,2,78,5,1,4.0,28,2,1468,38,0
21.0,1,2,1,3087.0,15,1,6,1,1.0,30,1,46305,12,1
59.0,1,4,2,1677.0,5,42,5,2,4.0,11,0,8385,18,0
19.0,1,5,1,5510.0,10,17,3,0,1.0,30,1,55100,34,0
23.0,0,5,1,3044.0,50,58,2,2,2.0,11,2,152200,15,0
31.0,0,5,0,1189.0,6,32,2,2,3.0,21,2,7134,86,1
27.0,0,1,2,2008.0,51,76,0,0,5.0,23,2,102408,66,0
21.0,0,0,2,2754.0,10,17,3,0,3.0,4,1,27540,74,0
26.0,0,1,1,3716.0,27,21,7,1,4.0,23,2,100332,59,1
52.0,1,6,1,5371.0,3,40,5,1,3.0,30,0,16113,56,1
61.0,1,5,2,2819.0,25,77,3,0,5.0,26,2,70475,6,0
34.0,1,1,2,2284.0,36,2,8,0,5.0,19,0,99504,66,1
45.0,1,1,2,1973.0,43,22,10,0,3.0,2,1,84839,60,0
29.0,1,2,2,1583.0,24,39,8,1,1.0,20,1,37992,12,1
30.0,1,3,1,3969.0,56,57,7,2,5.0,2,1,222264,3,0
22.0,0,3,0,1022.0,26,71,4,0,2.0,9,1,26572,34,0
42.0,0,3,0,1042.0,8,75,6,0,5.0,1,2,8336,70,0
58.0,0,7,0,1031.0,32,57,1,0,2.0,15,2,32992,25,0
29.0,1,1,1,4574.0,7,17,10,1,5.0,22,1,32018,70,1
55.0,1,3,0,713.0,2,79,0,1,5.0,7,1,1426,37,0
50.0,0,4,1,4649.0,22,5,6,2,2.0,5,1,102278,37,1
47.0,1,3,1,3478.0,51,64,9,0,2.0,26,0,177378,48,1
61.0,1,0,1,3086.0,18,16,5,0,3.0,1,2,55548,28,0
19.0,0,4,2,2180.0,30,80,10,1,5.0,22,2,65400,53,1
56.0,1,6,2,2159.0,45,24,10,0,2.0,12,0,97155,27,1
43.0,0,1,2,2949.0,7,47,4,0,3.0,5,0,20643,69,0
40.0,1,0,2,2237.0,28,53,9,1,3.0,8,2,62636,64,0
46.0,0,0,1,3636.0,54,51,6,2,4.0,29,1,196344,3,0
46.0,0,7,2,1596.0,52,58,10,2,3.0,0,2,82992,21,0
56.0,0,3,2,2625.0,31,46,1,1,3.0,3,1,81375,75,0
64.0,1,5,1,5170.0,18,65,2,1,3.0,30,2,93060,28,0
56.0,1,4,2,1780.0,1,43,5,2,4.0,2,2,1780,63,0
19.0,1,0,0,625.0,18,64,9,2,5.0,8,0,11250,2,0
51.0,0,4,0,729.0,60,61,9,0,2.0,11,0,43740,36,1
38.0,0,4,2,2337.0,49,49,2,1,2.0,4,2,114513,90,1
38.0,0,1,1,5302.0,45,26,7,0,5.0,29,0,238590,15,0
33.0,0,7,0,1155.0,1,37,2,0,4.0,14,0,1155,13,0
33.0,0,7,0,1246.0,55,21,1,1,3.0,5,0,68530,90,0
55.0,0,1,0,716.0,46,11,7,1,1.0,20,0,32936,71,1
42.0,0,3,1,3199.0,21,63,4,1,4.0,7,1,67179,58,0
63.0,0,4,2,2772.0,31,9,9,0,2.0,28,1,85932,80,1
53.0,0,1,1,5933.0,20,37,5,2,1.0,7,1,118660,80,1
55.0,1,1,0,931.0,28,38,4,0,1.0,24,1,26068,73,1
44.0,0,3,1,4996.0,24,29,2,2,1.0,10,1,119904,72,1
40.0,1,6,0,888.0,29,42,6,0,2.0,3,2,25752,27,0
63.0,0,4,1,5584.0,2,73,4,1,3.0,0,0,11168,87,1
27.0,1,5,1,3947.0,42,25,5,1,5.0,2,1,165774,6,0
23.0,0,0,0,1077.0,53,58,9,0,2.0,22,1,57081,2,1
29.0,1,0,2,2304.0,22,20,6,0,4.0,0,1,50688,65,0
34.0,0,1,2,1616.0,59,3,6,2,3.0,23,0,95344,86,1
61.0,0,4,2,2344.0,45,65,7,2,2.0,2,1,105480,24,1
45.0,0,1,1,5063.0,36,59,0,1,3.0,21,2,182268,79,0
33.0,1,2,1,5808.0,15,11,0,2,2.0,18,0,87120,68,1
60.0,0,5,0,982.0,5,13,9,1,3.0,17,2,4910,41,1
59.0,1,6,0,714.0,50,71,10,1,3.0,11,1,35700,7,0
43.0,0,1,1,4892.0,33,48,1,0,1.0,30,2,161436,71,1
49.0,0,6,2,1775.0,4,36,0,2,4.0,23,2,7100,35,0
65.0,1,5,0,809.0,30,36,8,0,1.0,15,0,24270,58,1
36.0,1,7,2,2848.0,1,51,5,2,3.0,12,2,2848,53,0
53.0,1,6,1,5115.0,36,36,3,2,5.0,17,1,184140,50,0
33.0,0,4,1,3913.0,41,22,1,0,5.0,3,1,160433,44,0
56.0,0,3,2,1538.0,47,29,5,1,2.0,20,1,72286,17,1
33.0,1,1,2,2170.0,60,73,0,2,5.0,1,1,130200,48,0
63.0,0,6,0,558.0,14,58,6,2,2.0,14,2,7812,51,1
37.0,0,6,1,3754.0,2,41,2,1,3.0,4,0,7508,82,1
33.0,0,5,1,3139.0,4,29,6,0,4.0,2,2,12556,5,0
34.0,0,2,0,605.0,58,32,9,1,3.0,16,1,35090,69,1
62.0,1,4,2,2956.0,42,33,3,0,4.0,17,1,124152,9,0
46.0,0,5,2,1961.0,50,25,5,2,2.0,28,1,98050,79,1
46.0,0,5,0,581.0,4,57,0,1,4.0,6,0,2324,80,1
28.0,1,7,1,4922.0,14,62,9,2,5.0,9,2,68908,82,0
37.0,1,7,0,611.0,58,57,5,2,5.0,3,0,35438,78,0
50.0,1,2,2,2575.0,28,37,7,0,4.0,1,0,72100,5,0
22.0,1,5,1,3556.0,31,9,9,1,1.0,29,0,110236,67,1
47.0,0,1,0,703.0,50,29,2,0,2.0,24,1,35150,30,0
26.0,0,7,0,885.0,26,62,2,0,4.0,24,1,23010,51,0
30.0,0,1,0,799.0,39,35,6,0,1.0,1,0,31161,61,1
58.0,1,3,1,5623.0,44,31,1,2,2.0,12,1,247412,69,1
59.0,0,6,1,4353.0,44,56,10,2,1.0,1,2,191532,30,0
24.0,0,1,1,3885.0,6,55,2,0,5.0,2,0,23310,26,0
41.0,0,5,1,4221.0,53,43,9,0,1.0,9,2,223713,76,1
53.0,0,4,2,2022.0,2,18,4,0,4.0,7,0,4044,52,0
63.0,1,6,2,1777.0,44,53,10,2,2.0,10,1,78188,30,1
25.0,0,1,2,2324.0,34,73,2,1,4.0,7,0,79016,25,0
36.0,1,4,2,2342.0,5,79,7,2,3.0,22,2,11710,27,1
57.0,1,6,2,1525.0,32,27,2,2,2.0,9,0,48800,29,0
42.0,0,0,1,3168.0,60,33,2,1,5.0,18,0,190080,16,0
40.0,0,7,2,2023.0,7,72,4,0,2.0,27,1,14161,69,1
43.0,0,7,0,1033.0,5,79,0,0,3.0,22,2,5165,18,0
47.0,0,5,0,643.0,26,77,6,2,1.0,25,0,16718,48,1
18.0,0,7,1,5469.0,49,2,0,0,2.0,5,2,267981,88,0
35.0,0,0,1,4448.0,27,72,9,0,1.0,22,2,120096,62,1
46.0,0,5,0,569.0,58,78,5,1,2.0,6,0,33002,12,1
52.0,1,0,0,777.0,14,51,6,0,2.0,24,1,10878,13,1
38.0,0,0,1,4417.0,41,55,10,0,1.0,14,1,181097,52,1
19.0,1,4,0,1280.0,25,51,9,1,2.0,2,0,32000,3,1
59.0,1,1,0,942.0,56,70,6,2,1.0,18,1,52752,67,1
35.0,1,6,1,3328.0,39,76,4,1,3.0,10,0,129792,68,0
22.0,1,1,0,590.0,1,63,1,2,4.0,12,0,590,41,0
